obj,distribution,avg_cost,budget,avg_cost_normalized,num_setups,num_reps,num_items,num_samples,mean_ratio,std,25%-quantile,median,75%-quantile
square_root,Bernoulli,2.5,30,0.08333333333333333,10,100,100,100,1.0003921589849634,0.00341223075853325,0.9999948325956012,1.0,1.0018711283018196
square_root,Bernoulli,4.0,30,0.13333333333333333,10,100,100,100,1.0010945826546385,0.003761049353968899,1.0,1.0,1.0023139350304353
square_root,Bernoulli,5.5,30,0.18333333333333326,10,100,100,100,1.0011298854888169,0.0044484546987398794,1.0,1.0,1.0021564704227521
square_root,Bernoulli,7.0,30,0.2333333333333333,10,100,100,100,1.0022571421350903,0.0049890135011270145,1.0,1.0,1.002799566473394
square_root,Bernoulli,8.5,30,0.2833333333333333,10,100,100,100,1.0013853703575009,0.0060760274297535785,1.0,1.0,1.0000557471158344
square_root,Bernoulli,10.0,30,0.3333333333333333,10,100,100,100,1.0028380699824544,0.0061962704035657895,1.0,1.0,1.0026344561497196
square_root,Bernoulli,11.5,30,0.38333333333333336,10,100,100,100,1.0022817626338851,0.007380509761222555,1.0,1.0,1.0014442533227532
square_root,Bernoulli,13.0,30,0.43333333333333335,10,100,100,100,1.0012949122245969,0.005794505670771464,1.0,1.0,1.0
square_root,Bernoulli,14.5,30,0.4833333333333333,10,100,100,100,1.0002467770845005,0.00591648814327026,1.0,1.0,1.0
CES-2,Bernoulli,1.0,30,0.03333333333333333,10,100,100,150,0.9999991674721072,0.0002109108857226328,1.0,1.0,1.0
CES-2,Bernoulli,2.5,30,0.08333333333333333,10,100,100,150,1.0009344743758846,0.0031234058737471503,1.0,1.0,1.0021274020241115
CES-2,Bernoulli,4.0,30,0.13333333333333333,10,100,100,150,1.000711833225485,0.003400550644339605,1.0,1.0,1.0003734393487558
CES-2,Bernoulli,5.5,30,0.18333333333333326,10,100,100,150,1.0009734844368163,0.0036141841114208624,1.0,1.0,1.0007517713128484
CES-2,Bernoulli,7.0,30,0.2333333333333333,10,100,100,150,1.0009328239125082,0.005420219476337229,1.0,1.0,1.0007520558290983
CES-2,Bernoulli,8.5,30,0.2833333333333333,10,100,100,150,0.9997580045480402,0.004737261390186722,1.0,1.0,1.0
CES-2,Bernoulli,10.0,30,0.3333333333333333,10,100,100,150,1.0011348601487189,0.004537830242915978,1.0,1.0,1.0015570308550463
CES-2,Bernoulli,11.5,30,0.38333333333333336,10,100,100,150,1.0017602378220147,0.006103426145154784,1.0,1.0,1.0027126881661133
CES-2,Bernoulli,13.0,30,0.43333333333333335,10,100,100,150,1.001534934278899,0.005739627961957033,1.0,1.0,1.001992974342112
CES-2,Bernoulli,14.5,30,0.4833333333333333,10,100,100,150,1.001637197757388,0.006484948191709836,1.0,1.0,1.0022602437779893
max,Bernoulli,1.0,30,0.03333333333333333,10,100,100,150,1.0,0.0,1.0,1.0,1.0
max,Bernoulli,2.5,30,0.08333333333333333,10,100,100,150,1.0000098070492074,8.610593870417192e-05,1.0,1.0,1.0
max,Bernoulli,4.0,30,0.13333333333333333,10,100,100,150,1.0000897147022985,0.0003492542242190723,1.0,1.0,1.00006500430029
max,Bernoulli,5.5,30,0.18333333333333326,10,100,100,150,1.0002363231012397,0.0008205719639009076,0.999995,1.00002000060002,1.0002250507114447
max,Bernoulli,7.0,30,0.2333333333333333,10,100,100,150,1.0004296688830534,0.0015966329219177491,0.9999799992999621,1.0000600084015605,1.0002853764789794
max,Bernoulli,8.5,30,0.2833333333333333,10,100,100,150,1.001135457870323,0.002626626845840711,1.0,1.0001400252045929,1.001507276137651
max,Bernoulli,10.0,30,0.3333333333333333,10,100,100,150,1.000821831699422,0.0021959896186365267,1.0,1.0001400196027443,1.0007055184810818
max,Bernoulli,11.5,30,0.38333333333333336,10,100,100,150,1.0009125155092804,0.002038868032031918,1.000020000400008,1.0001400244043768,1.0009509460412345
max,Bernoulli,13.0,30,0.43333333333333335,10,100,100,150,1.0013340135860391,0.00232725991319116,1.000020000700026,1.000420244952212,1.001678307841684
max,Bernoulli,14.5,30,0.4833333333333333,10,100,100,150,1.0014327358496915,0.0030013853074707967,1.000015000300006,1.0003802585977641,1.0015524297028382
modular,Bernoulli,1.0,30,0.03333333333333333,10,100,100,150,1.0001472823910251,0.0008588092482200325,1.0,1.0,1.0
modular,Bernoulli,2.5,30,0.08333333333333333,10,100,100,150,1.001844209380119,0.006446273826080151,1.0,1.0,1.0039530985813985
modular,Bernoulli,4.0,30,0.13333333333333333,10,100,100,150,1.0023817140572948,0.00756721336282678,1.0,1.0,1.0033853540119495
modular,Bernoulli,5.5,30,0.18333333333333326,10,100,100,150,1.0028771747710632,0.008101076923565003,1.0,1.0,1.00366270219385
modular,Bernoulli,7.0,30,0.2333333333333333,10,100,100,150,1.001906208791893,0.00871599848034985,1.0,1.0,1.0025230054738936
modular,Bernoulli,8.5,30,0.2833333333333333,10,100,100,150,1.0035483602927178,0.008998935365111317,1.0,1.0,1.0001807527619757
modular,Bernoulli,10.0,30,0.3333333333333333,10,100,100,150,1.001859974865928,0.008916555571010796,1.0,1.0,1.0014931273226315
modular,Bernoulli,11.5,30,0.38333333333333336,10,100,100,150,1.0047662588673654,0.011861821350064377,1.0,1.0,1.0065816193885275
modular,Bernoulli,13.0,30,0.43333333333333335,10,100,100,150,1.0041014089725733,0.014084265917365375,1.0,1.0,1.0048257018274809
modular,Bernoulli,14.5,30,0.4833333333333333,10,100,100,150,1.00388159181501,0.013560433594426964,1.0,1.0,1.0023013363094335
square_root,Bernoulli,1.0,30,0.03333333333333333,10,100,100,150,0.9999793017131142,0.00029394684834192,1.0,1.0,1.0
square_root,Bernoulli,2.5,30,0.08333333333333333,10,100,100,150,1.0014199954554022,0.0036691708373354616,1.0,1.0,1.0034647059056476
square_root,Bernoulli,4.0,30,0.13333333333333333,10,100,100,150,1.0011209182860716,0.00334816922944313,1.0,1.0,1.0025116589877283
square_root,Bernoulli,5.5,30,0.18333333333333326,10,100,100,150,1.0008323299385775,0.0035091374697259377,1.0,1.0,1.0011508596232628
square_root,Bernoulli,7.0,30,0.2333333333333333,10,100,100,150,1.0009364394496578,0.004908960108308362,1.0,1.0,1.0017499045811742
square_root,Bernoulli,8.5,30,0.2833333333333333,10,100,100,150,1.0018592019553738,0.006462876239607626,1.0,1.0,1.0027597743233103
square_root,Bernoulli,10.0,30,0.3333333333333333,10,100,100,150,1.001113378320865,0.004214927836100554,1.0,1.0,1.0007271221920568
square_root,Bernoulli,11.5,30,0.38333333333333336,10,100,100,150,1.0017284135988451,0.005176601426480707,1.0,1.0,1.00177638064895
square_root,Bernoulli,13.0,30,0.43333333333333335,10,100,100,150,1.0022767951727254,0.0069644527034069615,1.0,1.0,1.0026279896269328
square_root,Bernoulli,14.5,30,0.4833333333333333,10,100,100,150,1.0016431361637737,0.00845251507526737,1.0,1.0,1.0
CES-2,Bernoulli,1.0,30,0.03333333333333333,10,100,100,200,0.9998748143927584,0.000591167199647783,1.0,1.0,1.0
CES-2,Bernoulli,2.5,30,0.08333333333333333,10,100,100,200,1.0016098116286245,0.0037957658780655725,1.0,1.0,1.0034226584110608
CES-2,Bernoulli,4.0,30,0.13333333333333333,10,100,100,200,1.0013087835941457,0.0029477283880309,1.0,1.0,1.0025198237781523
CES-2,Bernoulli,5.5,30,0.18333333333333326,10,100,100,200,1.0011943292642258,0.0035880633617988147,1.0,1.0,1.0022359885079788
CES-2,Bernoulli,7.0,30,0.2333333333333333,10,100,100,200,1.0018579224608468,0.004607179336155882,1.0,1.0,1.0034092379714925
CES-2,Bernoulli,8.5,30,0.2833333333333333,10,100,100,200,1.0010164796804608,0.005749357689201842,1.0,1.0,1.0
CES-2,Bernoulli,10.0,30,0.3333333333333333,10,100,100,200,1.0011783031680976,0.00572533915337135,1.0,1.0,1.0010211856620186
CES-2,Bernoulli,11.5,30,0.38333333333333336,10,100,100,200,1.001675878191906,0.004799095995039822,1.0,1.0,1.0016581965933429
CES-2,Bernoulli,13.0,30,0.43333333333333335,10,100,100,200,1.0032681938445422,0.006662945856907764,1.0,1.0,1.0054425916600973
CES-2,Bernoulli,14.5,30,0.4833333333333333,10,100,100,200,1.0014899222586509,0.006892135351424696,1.0,1.0,1.0014214321370143
max,Bernoulli,1.0,30,0.03333333333333333,10,100,100,200,1.0,0.0,1.0,1.0,1.0
max,Bernoulli,2.5,30,0.08333333333333333,10,100,100,200,0.9999960001880128,3.75236851514581e-05,1.0,1.0,1.0
max,Bernoulli,4.0,30,0.13333333333333333,10,100,100,200,0.9999978128834541,0.0001672075761401234,0.99998,1.0,1.000020000400008
max,Bernoulli,5.5,30,0.18333333333333326,10,100,100,200,1.0002619179076069,0.0009461362897670623,0.999995,1.000020000400008,1.0002250705225373
max,Bernoulli,7.0,30,0.2333333333333333,10,100,100,200,1.0004173207867226,0.0008696015252753293,1.0,1.000150028405393,1.0005553088721941
max,Bernoulli,8.5,30,0.2833333333333333,10,100,100,200,1.0009834971960767,0.0019870007856779602,1.0,1.0001400196027443,1.00104611429234
max,Bernoulli,10.0,30,0.3333333333333333,10,100,100,200,1.000731787780948,0.0016840862686597687,1.000020002200296,1.0001600400101465,1.0008507378542617
max,Bernoulli,11.5,30,0.38333333333333336,10,100,100,200,1.0011714438232238,0.0020373829293540645,1.00003500130005,1.0002700738204175,1.0018536946200305
max,Bernoulli,13.0,30,0.43333333333333335,10,100,100,200,1.0008370863861924,0.0017582027198433574,1.0,1.0002100486112706,1.0010672488026973
max,Bernoulli,14.5,30,0.4833333333333333,10,100,100,200,1.0014311497521289,0.0027745343244960827,1.000020000400008,1.000500465525561,1.0018033030639593
modular,Bernoulli,1.0,30,0.03333333333333333,10,100,100,200,0.9999350980092788,0.0013090643297165565,0.9999757078838328,1.0,1.0
modular,Bernoulli,2.5,30,0.08333333333333333,10,100,100,200,1.0033773504816272,0.007211846109015371,1.0,1.0,1.0059224608081996
modular,Bernoulli,4.0,30,0.13333333333333333,10,100,100,200,1.0024143924884104,0.007466283248322452,1.0,1.0,1.0056675012930414
modular,Bernoulli,5.5,30,0.18333333333333326,10,100,100,200,1.0025778840992323,0.007900542584065287,1.0,1.0,1.0033030211604677
modular,Bernoulli,7.0,30,0.2333333333333333,10,100,100,200,1.0028168638898574,0.007283001399952388,1.0,1.0,1.0048411508950317
modular,Bernoulli,8.5,30,0.2833333333333333,10,100,100,200,1.0015246193028935,0.007960539712388233,1.0,1.0,1.0
modular,Bernoulli,10.0,30,0.3333333333333333,10,100,100,200,1.0018307397798545,0.008516392451513137,1.0,1.0,1.000023235226462
modular,Bernoulli,11.5,30,0.38333333333333336,10,100,100,200,1.0032026203053812,0.010767039665972105,1.0,1.0,1.0013412658921972
modular,Bernoulli,13.0,30,0.43333333333333335,10,100,100,200,1.001232800363017,0.010965204153182584,1.0,1.0,1.0
modular,Bernoulli,14.5,30,0.4833333333333333,10,100,100,200,1.0017033916760425,0.015408296948303446,1.0,1.0,1.0
square_root,Bernoulli,1.0,30,0.03333333333333333,10,100,100,200,0.999975949359014,0.0005592725337974622,1.0,1.0,1.0
square_root,Bernoulli,2.5,30,0.08333333333333333,10,100,100,200,1.0008904550413458,0.00281876268383081,1.0,1.0,1.0023422108355626
square_root,Bernoulli,4.0,30,0.13333333333333333,10,100,100,200,1.001436325701938,0.0031623027404404425,1.0,1.0,1.0026564630627917
square_root,Bernoulli,5.5,30,0.18333333333333326,10,100,100,200,1.0006347979100392,0.0036755599345739648,1.0,1.0,1.0000239440952243
square_root,Bernoulli,7.0,30,0.2333333333333333,10,100,100,200,1.0006984477943923,0.0036391208498523773,1.0,1.0,1.0002180574000459
square_root,Bernoulli,8.5,30,0.2833333333333333,10,100,100,200,1.0009907828223688,0.00401842700362663,1.0,1.0,1.0001315983477648
square_root,Bernoulli,10.0,30,0.3333333333333333,10,100,100,200,1.0020572261800655,0.005866053320486374,1.0,1.0,1.000538700023453
square_root,Bernoulli,11.5,30,0.38333333333333336,10,100,100,200,1.0014455619768234,0.0039039733060933298,1.0,1.0,1.0024682653217851
square_root,Bernoulli,13.0,30,0.43333333333333335,10,100,100,200,1.0016204395131367,0.005041650066571522,1.0,1.0,1.0033143004950578
square_root,Bernoulli,14.5,30,0.4833333333333333,10,100,100,200,1.0022214339043096,0.008496754669682766,1.0,1.0,1.0056637051275272
CES-2,Bernoulli,1.0,30,0.03333333333333333,10,100,100,250,0.9999380527941588,0.0002918927395475432,1.0,1.0,1.0
CES-2,Bernoulli,2.5,30,0.08333333333333333,10,100,100,250,1.001412245011411,0.0031261289187823273,1.0,1.0,1.0028536750698365
CES-2,Bernoulli,4.0,30,0.13333333333333333,10,100,100,250,1.0008845333176295,0.002796589515737873,1.0,1.0,1.0013268847155288
CES-2,Bernoulli,5.5,30,0.18333333333333326,10,100,100,250,1.0013694276707037,0.003520011445723217,1.0,1.0,1.001078488353074
CES-2,Bernoulli,7.0,30,0.2333333333333333,10,100,100,250,1.0017283427376709,0.005607199283365173,1.0,1.0,1.0019130260798124
CES-2,Bernoulli,8.5,30,0.2833333333333333,10,100,100,250,1.0016179842138706,0.004790380054270576,1.0,1.0,1.0026029481938197
CES-2,Bernoulli,10.0,30,0.3333333333333333,10,100,100,250,1.0016656349830482,0.005151651961928348,1.0,1.0,1.001573529730373
CES-2,Bernoulli,11.5,30,0.38333333333333336,10,100,100,250,1.0012159728260401,0.006270960582463911,1.0,1.0,1.0011136692370808
CES-2,Bernoulli,13.0,30,0.43333333333333335,10,100,100,250,1.0019129446940849,0.005649008347011479,1.0,1.0,1.00085329452803
CES-2,Bernoulli,14.5,30,0.4833333333333333,10,100,100,250,1.002053545358828,0.0071648800614235566,1.0,1.0,1.0007303527306979
max,Bernoulli,1.0,30,0.03333333333333333,10,100,100,250,1.0,0.0,1.0,1.0,1.0
max,Bernoulli,2.5,30,0.08333333333333333,10,100,100,250,1.0000026005080829,2.7520711468164704e-05,1.0,1.0,1.0
max,Bernoulli,4.0,30,0.13333333333333333,10,100,100,250,1.0000588988262045,0.00032521833687278287,1.0,1.0,1.000040001600064
max,Bernoulli,5.5,30,0.18333333333333326,10,100,100,250,1.0001001480360088,0.0003774126860902973,0.99998,1.000020000400008,1.00010001050111
max,Bernoulli,7.0,30,0.2333333333333333,10,100,100,250,1.0003794466143323,0.0011663050498753847,0.999995,1.0001100122013642,1.0004602139995444
max,Bernoulli,8.5,30,0.2833333333333333,10,100,100,250,1.0007329286747138,0.0016383221547231245,1.0,1.00010001100122,1.0006058985879416
max,Bernoulli,10.0,30,0.3333333333333333,10,100,100,250,1.0007154246705472,0.0015215940808174168,1.0000350054027018,1.0002801036385986,1.0007456889433723
max,Bernoulli,11.5,30,0.38333333333333336,10,100,100,250,1.0008388007138862,0.002105370785189148,1.000020000400008,1.0001500240038408,1.0008056546373238
max,Bernoulli,13.0,30,0.43333333333333335,10,100,100,250,1.001066886729146,0.0020433901035853508,1.000060003600216,1.0003802357645888,1.001397115575852
max,Bernoulli,14.5,30,0.4833333333333333,10,100,100,250,1.0012830220059832,0.0024894227674400146,1.0000400232173572,1.000330109036048,1.0011965206329196
modular,Bernoulli,1.0,30,0.03333333333333333,10,100,100,250,0.999970236040516,0.0008913012242265869,1.0,1.0,1.0
modular,Bernoulli,2.5,30,0.08333333333333333,10,100,100,250,1.0023116037505662,0.006237310839892355,1.0,1.0,1.0045606250809933
modular,Bernoulli,4.0,30,0.13333333333333333,10,100,100,250,1.0020841803612268,0.007016709994613825,1.0,1.0,1.0027104217138685
modular,Bernoulli,5.5,30,0.18333333333333326,10,100,100,250,1.0025740570744075,0.007045498311516137,1.0,1.0,1.0026296365516658
modular,Bernoulli,7.0,30,0.2333333333333333,10,100,100,250,1.0025360291257008,0.009871129901619664,1.0,1.0,1.0015059404834603
modular,Bernoulli,8.5,30,0.2833333333333333,10,100,100,250,1.0028729056239687,0.010141964525233823,1.0,1.0,1.0032730477092553
modular,Bernoulli,10.0,30,0.3333333333333333,10,100,100,250,1.0026425880189125,0.01013133119522298,1.0,1.0,1.0020031804004388
modular,Bernoulli,11.5,30,0.38333333333333336,10,100,100,250,1.0017390473136158,0.010526513634530091,1.0,1.0,1.0002155034011253
modular,Bernoulli,13.0,30,0.43333333333333335,10,100,100,250,1.0055352725541349,0.014700289983246446,1.0,1.0,1.0083411464523304
modular,Bernoulli,14.5,30,0.4833333333333333,10,100,100,250,1.0030369948349074,0.010044039328875357,1.0,1.0,1.0042525977873211
square_root,Bernoulli,1.0,30,0.03333333333333333,10,100,100,250,0.9999703047489313,0.00041330820048092053,1.0,1.0,1.0
square_root,Bernoulli,2.5,30,0.08333333333333333,10,100,100,250,1.0014874451281655,0.0031000966815456143,1.0,1.0,1.0028351855354025
square_root,Bernoulli,4.0,30,0.13333333333333333,10,100,100,250,1.0014191187181032,0.0036188123471604062,1.0,1.0,1.002245006263312
square_root,Bernoulli,5.5,30,0.18333333333333332,10,100,100,250,1.0006725366315323,0.0033922807571484955,1.0,1.0,1.0008272198101673
square_root,Bernoulli,7.0,30,0.23333333333333334,10,100,100,250,1.0015580757110059,0.00403564724351413,1.0,1.0,1.001600929737796
square_root,Bernoulli,8.5,30,0.2833333333333333,10,100,100,250,1.0020989843636705,0.00472635607960032,1.0,1.0,1.0025595013804836
square_root,Bernoulli,10.0,30,0.3333333333333333,10,100,100,250,1.0004222383897003,0.0047382766260538525,1.0,1.0,1.0
square_root,Bernoulli,11.5,30,0.38333333333333336,10,100,100,250,1.001751307309181,0.006213835556776404,1.0,1.0,1.0025371018649099
square_root,Bernoulli,13.0,30,0.43333333333333335,10,100,100,250,1.0014510824190805,0.006005698277334473,1.0,1.0,1.0
square_root,Bernoulli,14.5,30,0.48333333333333334,10,100,100,250,1.0022667511102,0.00549004012752018,1.0,1.0,1.0049837898751384
