obj,avg_cost,budget,avg_cost_normalized,setup_number,test_number,num_reps,num_candidates,num_training_samples,ratio,num_users_TSG,num_users_CELF,alpha,beta
CES-2,5.144663493379512,30.83774664014177,0.16683007203524575,3,2,10,154,50,1.0,5,5,5,5
CES-2,5.15691199675671,30.87850660841609,0.16700652211435538,3,3,10,154,50,1.0,5,5,5,5
CES-2,5.1559534395183615,30.87531849427361,0.16699272075443122,3,4,10,154,50,1.0,5,5,5,5
CES-2,5.152366272720675,30.86338515613935,0.16694106128198855,3,5,10,154,50,1.0,5,5,5,5
CES-2,5.1530898497744655,30.865792592102828,0.16695148308269625,3,6,10,154,50,1.0,5,5,5,5
CES-2,5.1667037833137535,30.911056858868328,0.1671474322894733,3,7,10,154,50,1.0,5,5,5,5
CES-2,5.1427515768041925,30.831379935662426,0.1668025105439932,3,8,10,154,50,1.004580078893039,5,5,5,5
CES-2,5.150309886632408,30.856542377656783,0.16691143886431511,3,9,10,154,50,1.0,5,5,5,5
CES-2,5.1510599840074605,30.859038539056698,0.16692224475782122,3,10,10,154,50,1.0,5,5,5,5
CES-2,7.187160302459757,30.80113914007737,0.2333407303468227,4,1,10,154,50,1.007226531449298,4,4,5,5
CES-2,7.1880336846862605,30.80315450785361,0.2333538171505645,4,2,10,154,50,1.0924804581828298,4,3,5,5
CES-2,7.236961948055067,30.91586486513747,0.2340857025874728,4,3,10,154,50,1.058345433024527,4,3,5,5
CES-2,7.224481003831179,30.88715004186122,0.2338992426960685,4,4,10,154,50,1.0554956525885562,4,3,5,5
CES-2,7.190134042199408,30.808000676641587,0.23338528577905795,4,5,10,154,50,1.0588218563013858,4,3,5,5
CES-2,7.166527335899183,30.753492209098802,0.2330313346911177,4,6,10,154,50,1.0920031561848271,4,3,5,5
CES-2,7.2138397475586284,30.86264829642832,0.23374014045299776,4,7,10,154,50,0.9502604746252966,4,4,5,5
CES-2,7.2176621671986565,30.871451574741158,0.2337973045978864,4,8,10,154,50,1.1080066158703876,4,3,5,5
CES-2,7.178241990872529,30.78055277322288,0.2332070526399754,4,9,10,154,50,0.9910359943678786,4,4,5,5
CES-2,7.2214255316819,30.880116581603865,0.2338535708762156,4,10,10,154,50,1.1148773300478905,4,3,5,5
CES-2,9.268674266313862,30.85056258493897,0.3004377712981729,5,1,10,154,50,1.0006711725203243,3,3,5,5
CES-2,9.21420946057176,30.754455590570025,0.29960567610883143,5,2,10,154,50,1.0064177541501722,3,3,5,5
CES-2,9.220877683677195,30.76623731926823,0.2997076824179068,5,3,10,154,50,1.0087342028265558,3,3,5,5
CES-2,9.281929382123087,30.873909564728173,0.3006399096513261,5,4,10,154,50,1.0132258977577917,3,3,5,5
CES-2,9.282837388789341,30.875508279677142,0.30065375133919603,5,5,10,154,50,0.9987247724318078,3,3,5,5
CES-2,9.202413983042396,30.733604379878148,0.2994251461461312,5,6,10,154,50,1.0023360718250696,3,3,5,5
CES-2,9.23065514449569,30.78350492133892,0.2998571854661378,5,7,10,154,50,0.9862781561615762,3,3,5,5
CES-2,9.259564104259695,30.83450669717105,0.30029875928286626,5,8,10,154,50,0.9995435574620948,3,3,5,5
CES-2,9.250965020857784,30.819344319425213,0.3001674832850667,5,9,10,154,50,0.9583952273265579,3,3,5,5
CES-2,9.251239908915009,30.819829125828143,0.3001716807431009,5,10,10,154,50,1.0492065971550808,3,3,5,5
CES-2,11.318300319244734,30.83564747612337,0.36705246186280704,6,1,10,154,50,1.0,2,2,5,5
CES-2,11.291690821444135,30.797653469314042,0.3666412713129225,6,2,10,154,50,1.0,2,2,5,5
CES-2,11.291839136231994,30.7978653622628,0.3666435645266537,6,3,10,154,50,1.0,2,2,5,5
CES-2,11.301949291627036,30.812306170446924,0.3667998503295122,6,4,10,154,50,1.0,2,2,5,5
CES-2,11.322398310522392,30.841494775446506,0.3671157443230142,6,5,10,154,50,1.0,2,2,5,5
CES-2,11.279950719775474,30.78087632641253,0.36645970050230015,6,6,10,154,50,1.0,2,2,5,5
